"sku","store_view_code","attribute_set_code","product_type","categories","product_websites","name","description","short_description","weight","product_online","tax_class_name","visibility","price","special_price","special_price_from_date","special_price_to_date","url_key","meta_title","meta_keywords","meta_description","base_image","base_image_label","small_image","small_image_label","thumbnail_image","thumbnail_image_label","swatch_image","swatch_image_label","created_at","updated_at","new_from_date","new_to_date","display_product_options_in","map_price","msrp_price","map_enabled","gift_message_available","custom_design","custom_design_from","custom_design_to","custom_layout_update","page_layout","product_options_container","msrp_display_actual_price_type","country_of_manufacture","additional_attributes","qty","out_of_stock_qty","use_config_min_qty","is_qty_decimal","allow_backorders","use_config_backorders","min_cart_qty","use_config_min_sale_qty","max_cart_qty","use_config_max_sale_qty","is_in_stock","notify_on_stock_below","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","website_id","related_skus","related_position","crosssell_skus","crosssell_position","upsell_skus","upsell_position","additional_images","additional_image_labels","hide_from_product_page","bundle_price_type","bundle_sku_type","bundle_price_view","bundle_weight_type","bundle_values","bundle_shipment_type","configurable_variations","configurable_variation_labels","associated_skus"
"DLN-10096",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Rifle Dies Sets","shs","Dillon .223 Rem Carbide Rifle 3-die set","<p>The Dillon .223 Rem Carbide Rifle 3-die set is used for reloading .223 Rem or 5.56x45mm ammunition. This 3-die set includes a sizing/depriming die with full-length tungsten-carbide sizing insert, a bullet seating die and a crimp die.</p><p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p>","The Dillon .223 Rem Carbide Rifle 3-die set is used for reloading .223 Rem or 5.56x45mm ammunition. This 3-die set includes a sizing/depriming die with full-length tungsten-carbide sizing insert, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","3300",,,,"dillon-223-rem-carbide-rifle-3-die-set","Dillon .223 Rem Carbide Rifle 3-die set","DLN-10096, 10096, Dillon Precision, Dillon, Precision, 223,  223 Rem,  Carbide,  Rifle,  3-die set, die set, ","The Dillon .223 Rem Carbide Rifle 3-die set is used for reloading .223 Rem or 5.56x45mm ammunition. This 3-die set includes a sizing/depriming die with full-length tungsten-carbide sizing insert, a bullet seating die and a crimp die.","/D/L/DLN_10096_3_DIE_SET_RIFLE_3_6.jpg",,"/D/L/DLN_10096_3_DIE_SET_RIFLE_3_6.jpg",,"/D/L/DLN_10096_3_DIE_SET_RIFLE_3_6.jpg",,,,"7/28/15, 1:36 PM","6/2/16, 1:21 PM","7/28/15","8/13/15","Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=223 Remington,condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,has_tiers=No,is_recurring=No,key_features=<p><b>Sizing Die</b> :</p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><b>Bullet seating die</b>:</p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p><b>Crimp die</b> :</p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=10096,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Instruction manual</li></ul>,technical_specifications=<ul><li>Suitable for the following calibre(s): .223 Rem</li><li>Sizing die material: Steel body with a full-length tungsten carbide sizing insert</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,url_path=dillon-223-rem-carbide-rifle-3-die-set,shipping_restriction=None,quantity_restriction=None","11","0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0",,,,,,,"/d/l/dln_reloading-dies-rifle_13.jpg,/D/L/DLN_10096_3_DIE_SET_RIFLE_3_6.jpg,/D/L/DLN_10096_3_DIE_SET_RIFLE_4_6.jpg",",,",,,,,,,,,,
"DLN-10793",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Rifle Dies Sets","shs","Dillon .308 Win Carbide Rifle 3-die set","<p>The Dillon .308 Win Carbide Rifle 3-die set is used for reloading .308 Win or 7.62x51mm ammunition. This 3-die set includes a sizing/depriming die with full-length tungsten-carbide sizing insert, a bullet seating die and a crimp die.</p><p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p>","The Dillon .308 Win Carbide Rifle 3-die set  is used for reloading .308 Win or 7.62x51mm ammunition. This 3-die set includes a sizing/depriming die with full-length tungsten-carbide sizing insert, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","3390",,,,"dillon-308-win-carbide-rifle-3-die-set","Dillon .308 Win Carbide Rifle 3-die set","DLN-10793, 10793, Dillon Precision, Dillon, Precision, 308, 308 win, Carbide,  Rifle,  3-die set, , ","The Dillon .308 Win Carbide Rifle 3-die set  is used for reloading .308 Win or 7.62x51mm ammunition. This 3-die set includes a sizing/depriming die with full-length tungsten-carbide sizing insert, a bullet seating die and a crimp die.","/D/L/DLN_10096_3_DIE_SET_RIFLE_3_5.jpg",,"/D/L/DLN_10096_3_DIE_SET_RIFLE_3_5.jpg",,"/D/L/DLN_10096_3_DIE_SET_RIFLE_3_5.jpg",,,,"7/28/15, 2:37 PM","6/2/16, 1:22 PM",,,"Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=308 Winchester,condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,has_tiers=No,is_recurring=No,key_features=<p><b>Sizing Die</b> :</p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><b>Bullet seating die</b>:</p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p><b>Crimp die</b> :</p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=10793,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Instruction manual</li></ul>,technical_specifications=<ul><li>Suitable for the following calibre(s): .308 Win, 7.62x51mm</li><li>Sizing die material: Steel body with a full-length tungsten carbide sizing insert</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,url_path=dillon-308-win-carbide-rifle-3-die-set,shipping_restriction=None,quantity_restriction=None","2","0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0",,,,,,,"/D/L/DLN_10096_3_DIE_SET_RIFLE_3_5.jpg,/D/L/DLN_10096_3_DIE_SET_RIFLE_1_5.jpg,/D/L/DLN_10096_3_DIE_SET_RIFLE_4_5.jpg",",,",,,,,,,,,,
"DLN-14426",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Handgun Dies Sets","shs","Dillon .32 S&W, .32 H&R Mag Carbide Handgun 3-die set","<p>The Dillon .32 S&W, .32 H&R Mag Carbide Handgun 3-die set  is used for reloading .32 S&W and/or .32 H&R Mag ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.</p><p>Dillon dies are designed to work best on Dillon progressive reloading machines. Although all Dillon dies have standard 7/8""x14tpi threads, the handgun die sets do not include an expander die as this function occurs in the powder dispensing station; the calibre-specific powder funnel is part of the calibre conversion kit.</p><p>The new 1"" lock rings allow a little more space on the tool head (when adjusting&nbsp; the dies) for the 1"" wrench to fit.</p><p>We recommend using Dillon case lube even on carbide pistol dies; you'll feel the significant reduction in force required to operate the machine.</p>","The Dillon .32 S&W, .32 H&R Mag Carbide Handgun 3-die set  is used for reloading .32 S&W and/or .32 H&R Mag ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","1370",,,,"dillon-32-s-w-32-h-r-mag-carbide-handgun-3-die-set","Dillon .32 S&W, .32 H&R Mag Carbide Handgun 3-die set","DLN-14426, 14426, Dillon Precision, Dillon, Precision, .32 S&W, .32 H&R Mag, Carbide, 3-piece Set, Handgun Die, , ","The Dillon .32 S&W, .32 H&R Mag Carbide Handgun 3-die set  is used for reloading .32 S&W and/or .32 H&R Mag ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","/d/l/dln_14406_3_die_set_handgun_10_9.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_9.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_9.jpg",,,,"7/29/15, 8:56 AM","6/2/16, 1:22 PM",,,"Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=32 S&W,condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,has_tiers=No,is_recurring=No,key_features=<p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p><p><strong>Sizing Die :</strong></p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><strong>Bullet seating die:</strong></p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p><strong>Crimp die:</strong></p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=14426,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Spare E-clip</li><li>Instruction manual</li></ul>,technical_specifications=<ul><li>Suitable for the following calibre(s): .32 S&W, .32 H&R Mag</li><li>Sizing die material: Steel body with a tungsten carbide sizing ring</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,url_path=dillon-32-s-w-32-h-r-mag-carbide-handgun-3-die-set,shipping_restriction=None,quantity_restriction=None","0","0","0","0","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0",,,,,,,"/D/L/DLN-Reloading-Dies-Pistol_10.jpg,/d/l/dln_14406_3_die_set_handgun_3_9.jpg,/d/l/dln_14406_3_die_set_handgun_2_9.jpg,/d/l/dln_14406_3_die_set_handgun_10_9.jpg",",,,",,,,,,,,,,
"DLN-14426","shs_en","Reloading Dies","simple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"technical_specifications=<ul><li>Suitable for the following calibre(s): .32 S&W, .32 H&R Mag</li><li>Sizing die material: Steel body with a tungsten carbide sizing ring</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,shipping_restriction=None,quantity_restriction=None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DLN-22083",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Handgun Dies Sets","shs","Dillon .357 SIG Carbide Handgun 3-die set","<p>The Dillon .357 SIG Carbide Handgun 3-die set  is used for reloading .357 SIG ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.</p><p>Dillon dies are designed to work best on Dillon progressive reloading machines. Although all Dillon dies have standard 7/8""x14tpi threads, the handgun die sets do not include an expander die as this function occurs in the powder dispensing station; the calibre-specific powder funnel is part of the calibre conversion kit.</p><p>The new 1"" lock rings allow a little more space on the tool head (when adjusting&nbsp; the dies) for the 1"" wrench to fit.</p><p>We recommend using Dillon case lube even on carbide pistol dies; you'll feel the significant reduction in force required to operate the machine.</p>","The Dillon .357 SIG Carbide Handgun 3-die set  is used for reloading .357 SIG ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","2800",,,,"dillon-357-sig-carbide-handgun-3-die-set","Dillon .357 SIG Carbide Handgun 3-die set","DLN-22083, 22083, Dillon Precision, Dillon, Precision, .357 SIG, Carbide, 3-piece Set, Handgun Die, , ","The Dillon .357 SIG Carbide Handgun 3-die set  is used for reloading .357 SIG ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","/d/l/dln_14406_3_die_set_handgun_10_8.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_8.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_8.jpg",,,,"7/29/15, 8:56 AM","6/2/16, 1:22 PM","2/7/17","2/28/17","Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=357 SIG,condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,ebizmarts_mark_visited=No,has_tiers=No,is_recurring=No,key_features=<p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p><p><strong>Sizing Die :</strong>&nbsp;</p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><strong>Bullet seating die:</strong></p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p>&nbsp;<strong>Crimp die:</strong></p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=22083,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Spare E-clip</li><li>Instruction manual</li></ul>,technical_specifications=<ul><li>Suitable for the following calibre(s): .357 SIG</li><li>Sizing die material: Steel body with a tungsten carbide sizing ring</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,url_path=dillon-357-sig-carbide-handgun-3-die-set,shipping_restriction=None,quantity_restriction=None","2","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0",,,,,,,"/D/L/DLN-Reloading-Dies-Pistol_9.jpg,/d/l/dln_14406_3_die_set_handgun_2_8.jpg,/d/l/dln_14406_3_die_set_handgun_10_8.jpg,/d/l/dln_14406_3_die_set_handgun_3_8.jpg",",,,",,,,,,,,,,
"DLN-14400",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Handgun Dies Sets","shs","Dillon .38 Spl, .357 Mag Carbide Handgun 3-die set","<p>The Dillon .38 Spl, .357 Mag Carbide Handgun 3-die set  is used for reloading .38 Spl and/or .357 Mag ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.</p><p>Dillon dies are designed to work best on Dillon progressive reloading machines. Although all Dillon dies have standard 7/8""x14tpi threads, the handgun die sets do not include an expander die as this function occurs in the powder dispensing station; the calibre-specific powder funnel is part of the calibre conversion kit.</p><p>The new 1"" lock rings allow a little more space on the tool head (when adjusting&nbsp; the dies) for the 1"" wrench to fit.</p><p>We recommend using Dillon case lube even on carbide pistol dies; you'll feel the significant reduction in force required to operate the machine.</p>","The Dillon .38 Spl, .357 Mag Carbide Handgun 3-die set  is used for reloading .38 Spl and/or .357 Mag ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","1370",,,,"dillon-38-spl-357-mag-carbide-handgun-3-die-set","Dillon .38 Spl, .357 Mag Carbide Handgun 3-die set","DLN-14400, 14400, Dillon Precision, Dillon, Precision, .38 Spl, .357 Mag, Carbide, 3-piece Set, Handgun Die, , ","The Dillon .38 Spl, .357 Mag Carbide Handgun 3-die set  is used for reloading .38 Spl and/or .357 Mag ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","/d/l/dln_14406_3_die_set_handgun_10_10.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_10.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_10.jpg",,,,"7/29/15, 8:56 AM","6/2/16, 1:22 PM",,,"Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=357 Magnum,condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,has_tiers=No,is_recurring=No,key_features=<p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p><p><strong>Sizing Die :</strong>&nbsp;</p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><strong>Bullet seating die:</strong></p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p>&nbsp;<strong>Crimp die:</strong></p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=14400,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Spare E-clip</li><li>Instruction manual</li></ul>,technical_specifications=<ul><li>Suitable for the following calibre(s): .38 Spl, .357 Mag</li><li>Sizing die material: Steel body with a tungsten carbide sizing ring</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi&nbsp;</li></ul>,url_path=dillon-38-spl-357-mag-carbide-handgun-3-die-set,shipping_restriction=None,quantity_restriction=None","0","0","0","0","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0",,,,,,,"/D/L/DLN-Reloading-Dies-Pistol_8.jpg,/d/l/dln_14406_3_die_set_handgun_2_10.jpg,/d/l/dln_14406_3_die_set_handgun_10_10.jpg,/d/l/dln_14406_3_die_set_handgun_3_10.jpg",",,,",,,,,,,,,,
"DLN-14399",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Handgun Dies Sets","shs","Dillon .38 Super Carbide Handgun 3-die set","<p>The Dillon .38 Super Carbide Handgun 3-die set  is used for reloading .38 Super ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.</p><p>Dillon dies are designed to work best on Dillon progressive reloading machines. Although all Dillon dies have standard 7/8""x14tpi threads, the handgun die sets do not include an expander die as this function occurs in the powder dispensing station; the calibre-specific powder funnel is part of the calibre conversion kit.</p><p>The new 1"" lock rings allow a little more space on the tool head (when adjusting&nbsp; the dies) for the 1"" wrench to fit.</p><p>We recommend using Dillon case lube even on carbide pistol dies; you'll feel the significant reduction in force required to operate the machine.</p>","The Dillon .38 Super Carbide Handgun 3-die set  is used for reloading .38 Super ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","1370",,,,"dillon-38-super-carbide-handgun-3-die-set","Dillon .38 Super Carbide Handgun 3-die set","DLN-14399, 14399, Dillon Precision, Dillon, Precision, .38 Super, Carbide, 3-piece Set, Handgun Die, , ","The Dillon .38 Super Carbide Handgun 3-die set  is used for reloading .38 Super ammunition. This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","/d/l/dln_14406_3_die_set_handgun_10_7.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_7.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_7.jpg",,,,"7/29/15, 8:56 AM","6/2/16, 1:23 PM",,,"Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=38 Super,condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,has_tiers=No,is_recurring=No,key_features=<p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p><p><strong>Sizing Die :</strong></p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><strong>Bullet seating die:</strong></p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p><strong>Crimp die:</strong></p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=14399,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Spare E-clip</li><li>Instruction manual</li></ul>,technical_specifications=<ul><li>Suitable for the following calibre(s): .38 Super</li><li>Sizing die material: Steel body with a tungsten carbide sizing ring</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,url_path=dillon-38-super-carbide-handgun-3-die-set,shipping_restriction=None,quantity_restriction=None","3","0","0","0","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0",,,,,,,"/D/L/DLN-Reloading-Dies-Pistol_7.jpg,/d/l/dln_14406_3_die_set_handgun_10_7.jpg,/d/l/dln_14406_3_die_set_handgun_3_7.jpg,/d/l/dln_14406_3_die_set_handgun_2_7.jpg",",,,",,,,,,,,,,
"DLN-14401",,"Reloading Dies","simple","root/Reloading,root/Reloading/Reloading Dies,root/Reloading/Reloading Dies/Handgun Dies Sets","shs","Dillon .380 ACP, 9mmk Carbide Handgun 3-die set","<p>The Dillon .380 ACP, 9mmk Carbide Handgun 3-die set  is used for reloading .380 ACP ammunition (a.k.a. 9mm Short or 9mmk). This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.</p><p>Dillon dies are designed to work best on Dillon progressive reloading machines. Although all Dillon dies have standard 7/8""x14tpi threads, the handgun die sets do not include an expander die as this function occurs in the powder dispensing station; the calibre-specific powder funnel is part of the calibre conversion kit.</p><p>The new 1"" lock rings allow a little more space on the tool head (when adjusting&nbsp; the dies) for the 1"" wrench to fit.</p><p>We recommend using Dillon case lube even on carbide pistol dies; you'll feel the significant reduction in force required to operate the machine.</p>","The Dillon .380 ACP, 9mmk Carbide Handgun 3-die set  is used for reloading .380 ACP ammunition (a.k.a. 9mm Short or 9mmk). This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","0.6","1","Taxable Goods","Not Visible Individually","1370",,,,"dillon-380-acp-9mmk-carbide-handgun-3-die-set","Dillon .380 ACP, 9mmk Carbide Handgun 3-die set","DLN-14401, 14401, Dillon Precision, Dillon, Precision, .380 ACP, 9mmK, Carbide, 3-piece Set, Handgun Die, , ","The Dillon .380 ACP, 9mmk Carbide Handgun 3-die set  is used for reloading .380 ACP ammunition (a.k.a. 9mm Short or 9mmk). This 3-die set includes a sizing/depriming die, a bullet seating die and a crimp die.","/d/l/dln_14406_3_die_set_handgun_10_6.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_6.jpg",,"/d/l/dln_14406_3_die_set_handgun_10_6.jpg",,,,"7/29/15, 8:57 AM","6/2/16, 1:23 PM",,,"Product Info Column",,,,,,,,,,,,,"brand=Dillon Precision,cartridge_calibre=380 Auto (380 ACP, 9mm Short),condition=New,die_material=Carbide,die_type=3-piece Set,display_weight=0.6,ebizmarts_mark_visited=No,has_tiers=No,is_recurring=No,key_features=<p>All Dillon dies are hex-headed for easy adjustment using a wrench.</p><p><strong>Sizing Die :</strong></p><ul><li>Spring-loaded floating decap assembly throws off spent primers, eliminating primer draw-back</li><li>Heavy-duty, headed decapping pin</li><li>Long, tapered carbide ring with radiussed opening is why Dillon dies work best on progressive reloaders!</li></ul><p><strong>Bullet seating die:</strong></p><ul><li>Quick-release die insert to clean the seating die without losing adjustment</li><li>Flip-flop seating stem to quickly change between RN and SWC / FP bullets</li><li>Vented seating stem</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul><p><strong>Crimp die:</strong></p><ul><li>Taper crimp for semi-auto pistols&nbsp;</li><li>Accu-crimp for revolvers</li><li>Quick-release die insert to clean the crimp die without losing the critical crimp adjustment - especially useful when loading lead bullets!</li><li>Generously radiussed die mouth for smooth progressive reloading</li></ul>,machine_compatibility=RF 100|RL 450|AT 500|BL 550|RL 550B|Super 1050,manufacturer_part_number=14401,normally_instock=No,package_contents=<p>Blue plastic box containing:</p><ul><li>1x Sizing/depriming die</li><li>1x Bullet seating die</li><li>1x Crimp die</li><li>Spare decapping pin</li><li>Spare E-clip</li><li>Instruction manual</li></ul>,sw_featured=Yes,technical_specifications=<ul><li>Suitable for the following calibre(s): .380 ACP, 9mmk</li><li>Sizing die material: Steel body with a tungsten carbide sizing ring</li><li>Seating die material: Steel</li><li>Crimp die material: Steel</li><li>Screw thread: 7/8x14tpi</li></ul>,url_path=dillon-380-acp-9mmk-carbide-handgun-3-die-set,shipping_restriction=None,quantity_restriction=None","4","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0",,,,,,,"/D/L/DLN-Reloading-Dies-Pistol_6.jpg,/d/l/dln_14406_3_die_set_handgun_2_6.jpg,/d/l/dln_14406_3_die_set_handgun_3_6.jpg,/d/l/dln_14406_3_die_set_handgun_10_6.jpg",",,,",,,,,,,,,,
